pos	rate	cM
4913124	0.416488236359907	0
5550003	0.0109155094521056	0.265252611484661
11042458	15.1973708981792	0.325205555952426
11059532	0.0240051761852011	0.584685466667953
11278199	0.0416780687523194	0.589934606528842
11539471	0.460440959338729	0.600823918907898
12158451	0.0417156119975965	0.885827663919384
14578281	1.30736191543384	0.986772353299527
14783002	0.0416989629404226	1.25441679198906
16246230	0.144268540394454	1.31543188213445
16917853	1.02394335031786	1.41232595203979
17212582	0.14445298050303	1.71411175173563
18768285	0.0417088627084227	1.93883768686313
20800445	0.543630962146147	2.02359676930468
20932194	1.58266848453863	2.09521960493647
21094489	46.4472050589851	2.35207878663467
21100264	1.58064471161591	2.6203113958503
21181765	0.543637203957563	2.74913552049171
21315625	0.0416827622606149	2.82190679661347
21847035	0.068091395240937	2.84405743330638
22063755	0.301850333965868	2.858814200483
22147089	3.80385523493045	2.88396859621371
22221099	0.30252119393446	3.1654919221509
23038423	1.38432942621183	3.41274975446219
23169470	1.14841754255339	3.59416197277897
23191424	4.15906814714239	3.61937433150819
23277670	0.0681142439726492	3.97807732292663
23986929	1.79299779504823	4.02638796349243
24137152	0.068133258726131	4.29573747125796
25255967	0.982213389292089	4.37196598311963
25539484	0.0680981591861179	4.65044017661156
25902057	0.0504320441189156	4.67513073048215
26700829	1.9032664811183	4.71541443522711
26840670	0.0504241602772163	4.98156912321317
27329487	4.47540504117766	5.0062173099674
27388037	2.32565688528365	5.26825227512835
27501914	0.0504157776920772	5.53309110425379
27661026	5.73385866185493	5.54111285947394
27706611	0.0504488652313341	5.80249080657459
29166277	26.4996720368569	5.87612929989135
29176072	0.0504316994763184	6.13569358749237
29961297	3.18303378498491	6.17529381871367
30044004	8.15490495578293	6.43855299396842
30075971	0.0264081529560449	6.69924084068992
30124071	31.0675152371085	6.7005110728471
30132417	0.0264093246792969	6.959800555016
30348521	0.0256139169628412	6.96550771571649
30397224	2.71387311528435	6.96675519031433
30490693	0.0256151031073902	7.22041819652684
30720178	7.21354496272836	7.22629647846344
30755134	0.0256139778339863	7.47845315618058
30813115	5.84281536481916	7.47993828022937
30856308	0.0256186873567825	7.732307004282
31631938	1.09865661453188	7.75217762675654
31858357	0.223581678268544	8.00093435876224
32063608	4.17517177764573	8.04682472180853
32131330	0.500149714226331	8.32957570493424
32468709	2.94191697816445	8.49831571537021
32553265	1.62883121512885	8.7470724473759
32705986	0.608611917964255	8.99582917938159
33114714	0.247940264713991	9.24458591138728
34118007	0.124075654652893	9.49334264339297
34987291	0.358421634526993	9.60119962477226
35521086	0.0947256035073463	9.7925233011746
35608409	0.770948713633555	9.80079502504967
35976542	0.0948089643766395	10.0846066878457
36991750	1.46074142388798	10.1808575069526
37173918	0.0947566491807255	10.4469578506594
37607063	0.105803266343678	10.4880012194688
39122929	2.22041065800894	10.6483847936081
39361455	1.14128417316867	11.1780104662204
39433333	0.341112073880302	11.2600436900194
39579539	6.10575338946748	11.3099163218931
39622703	0.341485493325253	11.5734650611961
40089259	0.0162248257904422	11.73278716702
40448044	2.35646752844442	11.7386083911412
40571051	0.332921114735723	12.0284703924126
41064214	2.53788610205572	12.192654768119
41177094	0.475883121519196	12.479131351319
41625947	2.30072252208787	12.6927329180623
41641413	0.0373285722475689	12.7283158925889
41669233	5.41522502266707	12.7293543734688
41715490	0.0368764693487916	12.9798464373424
42137484	18.2034880083656	12.9954080861487
42152040	1.32013500526014	13.2603780575985
42328939	0.0368728439694646	13.493908619894
42484329	3.00280610067459	13.4996382911184
