pos	rate	cM
3203856	2.37659218961378	0
3319077	0.00512763376463315	0.273833328679489
3799229	0.117578557269353	0.276295372286846
3832837	0.383649320708227	0.280246952439554
4837968	0.117757657386792	0.665864777812335
6164422	0.00512774803740831	0.822064893483675
7079173	1.68939481757165	0.826755506128642
7224091	4.39708560534955	1.07157922430149
7237468	2.72062861099689	1.13039903844425
7322258	0.00512755845226371	1.36108113837068
7515970	0.0501023202589192	1.36207440797358
7757928	0.0491859029681452	1.37419706517879
7975083	0.0481897027937246	1.38487802993784
8634355	0.0475838099176673	1.41664815167806
9415232	0.26824755186744	1.45380525441514
9508820	8.3398575394423	1.47891000629931
9540190	0.268916271986451	1.74053133731162
10559879	0.0476065057301894	2.01474230177721
12342239	0.80864319968835	2.09959423333047
12530200	3.22417500636495	2.2515876177871
12635162	0.807672410123088	2.59000347480517
12674575	0.0475832390210687	2.62183626750535
13430244	0.00486872629602815	2.65779344615316
14205645	2.1171456713571	2.66156866139183
14254824	3.30371506583601	2.7656877683635
14325321	1.1879785057072	2.99858976935974
14468631	0.00486857286510833	3.16883896901264
14596756	2.25428996540542	3.16946275491098
14709304	0.004868556036439	3.42317858193743
14766431	2.64880473765151	3.42345670793813
14862185	0.00486869140531623	3.67709035678721
15490398	0.00473711839935095	3.68014893202102
16195098	7.68957259052054	3.68348717935704
16227149	0.00473718275801363	3.92994567045581
17218637	1.13377542228185	3.93464253031418
17436797	0.00473698987683032	4.18198697643919
17568758	0.00472584203270865	4.18261207436033
19771707	1.01899322354791	4.19302286334044
20013957	2.33590518646441	4.43987397174492
20061055	6.57281850124303	4.54989043421702
20119212	0.00472545213857345	4.93214583979382
20576315	2.13757657411688	4.93430585814272
20622332	3.31408505477403	5.03267071935385
20691344	1.17672282829287	5.26138235715392
20760416	6.8840647525709	5.34266095634976
20803507	1.17617487206566	5.6393021906028
20833003	0.0123510558722338	5.67399464462925
21004699	2.63196229018169	5.67611527151829
21098494	0.0123508424998504	5.92298017452588
21130317	1.62441939045606	5.92337321538675
21163477	7.74730964236136	5.97723896237428
21203659	1.62562480702872	6.28854135842362
21282439	1.22827071602311	6.41660808072135
21484519	0.0123512270434149	6.6648170270153
21768419	2.15443474145095	6.66832354037292
21883124	0.0123523019995104	6.91544797739105
22871571	8.96162821817384	6.92765757324556
22899026	0.0123519207157993	7.17369907597552
23637591	2.86223941173186	7.18282177229898
23723807	0.0123509943199158	7.42959260542086
23855154	3.5785784287457	7.4312148714718
23899079	4.92273763879951	7.58840392895446
23923990	1.35900188939767	7.71103424627459
24081478	0.0123514502799642	7.92506073583205
24511705	2.01070990223991	7.93037466323165
24634660	0.012350959085883	8.17760149926156
24742910	29.4588090740249	8.1789384905826
24751254	28.0029265863384	8.4247427934963
24760032	0.0123512814087195	8.67055248307116
25079568	0.938536205799359	8.67449916212738
25344868	0.0123515222417757	8.92349281752595
25822263	0.197548597779716	8.92938937248656
26711546	2.43514324983599	9.1050659821659
26727938	12.3841798389098	9.14498285031722
26752665	2.43823618246337	9.45120646519393
26821113	0.197222809099138	9.61809885541118
26874725	5.05999232560903	9.6286723646526
26925262	0.197288699315522	9.8843891968119
27148184	0.0123518968997682	9.92836918824072
27871140	2.82569312142596	9.93729906621578
27958476	0.0123518321672935	10.1840838006686
28639006	1.40892255023786	10.1924895930135
28792516	2.39323257086013	10.4087732937005
28814889	1.00068427785067	10.4623170860083
29041076	0.0123508484933117	10.6886588607625
29076828	0.832108573838494	10.6891004282979
29376574	0.0123513288911588	10.9385216448717
29727234	0.0910120911150167	10.9428527618606
29842520	11.8469063906964	10.9533451817969
29863421	0.0910171194914627	11.2009573722688
30039404	6.26375400993239	11.2169748380083
30079211	0.0910134660017077	11.4663160938817
30211094	1.98716906984219	11.4783192228184
30340703	0.0910078165379216	11.7358742187916
30404384	3.60277145919621	11.7416696875565
30474358	0.0910251128018724	11.9937700176423
30746809	2.31586178382608	12.0185699006503
30857266	0.0910292072107332	12.2743730457064
31179122	5.70093236275787	12.3036713422224
31222923	0.0910344723619238	12.5533778806436
31608302	0.488091824660735	12.5884606545679
31703170	4.247203601809	12.6347649497898
31768572	0.488441335333415	12.9125405597554
32009964	5.01802675697306	13.0304463905742
32064231	0.489027951007262	13.3027596485948
32550920	2.5746539455165	13.5407641730426
32623668	3.73909861788459	13.728065098271
32668644	1.65538028589529	13.896234797709
32834418	0.487887452192861	14.170653809223
32843478	0.0123512179831022	14.1750740695399
33121439	4.5311291230022	14.1785072264417
33175813	0.0123508756598907	14.4248828413758
33229374	12.9474335188181	14.425544366627
33248369	0.0123508010173243	14.6714808663169
33252998	4.37066239835295	14.6715380381748
33309374	0.0123509940255243	14.9179385015444
33440528	5.45621770743715	14.9195583838148
33485662	0.0123508060114491	15.1658193138223
33493565	20.6145196631861	15.1659169222422
33505491	0.0123509212573184	15.4117656837454
33588943	0.0873305986014846	15.4127963928261
33765755	1.80273120037777	15.4282374906261
33909023	0.0873450447619457	15.6865111842418
34275191	1.76554947639541	15.7184941445922
34421634	0.0873438774254323	15.9770465065639
34772504	3.86485817810784	16.0076928528362
34837554	0.0873377892244449	16.2591018773221
35108629	0.90140888004476	16.2827769685361
35119510	1.05042627627044	16.2925851985599
35165266	4.85758290815272	16.3406485032569
35229894	1.05190898010058	16.654584371445
35409731	0.235990252246953	16.8437565266994
35539117	1.32734508369532	16.8742903614766
35764502	0.236062146327905	17.1734540331653
36022903	14.6654615492487	17.2344527278385
36039932	0.236265031531185	17.4841908725607
36661849	2.18140567501893	17.6311281121755
36768879	2.02851270517319	17.8646039615728
36788162	0.0873224696212497	17.9037197720666
36858385	0.0123512442350204	17.9098518178508
37153554	22.3590001125823	17.9134975222604
37164549	0.0123508385643738	18.1593347284983
37193792	1.413169179081	18.1596959040705
37410864	0.279821598836091	18.4664553641119
37523294	0.958854078320598	18.4979157064691
37706623	2.8560356155431	18.6737014657935
37836421	10.5631830343247	19.0444091766198
37862012	0.957382075201248	19.3147315936512
37885096	0.279892995342702	19.3368318014751
38088659	11.5574948641439	19.393807659286
38110448	0.0123508054086477	19.6456339148809
38117956	5.1727826183097	19.6457266447279
38165569	0.0123509093632803	19.8920183435334
38241224	1.60299618707476	19.8929527515813
38395696	0.0123509703911948	20.1405707785911
38511357	9.24928160565989	20.1419993041775
38537957	0.0123509789110306	20.3880301948881
38659203	0.33388039743274	20.3895277016772
39065889	0.82528849342731	20.5253121849875
39422566	0.50215044469785	20.8196736089577
39566665	0.0123515548086462	20.8920329858882
40065406	3.59713825672281	20.898193212685
40133947	0.0123524838985927	21.144744665939
41241598	1.03531693051607	21.1584269070818
41481797	0.0123510442508994	21.4071089984748
41645875	1.72950615322583	21.4091355331134
41788966	0.0123509577663552	21.6566122980847
41896351	0.497617362966749	21.6579386056844
42207672	0.593900250802694	21.8128573407406
42402233	0.231990653646579	21.928407167437
42559332	0.687401789589545	21.9648526671342
42590887	1.89426129248269	21.9865436306047
42795187	0.688142564032516	22.3735412126589
42983265	2.1058261436379	22.502965689817
43082551	7.87540984321938	22.7120447443143
43097599	7.42778217434173	22.830553911635
43128540	2.08246038013925	23.0603769198913
43156580	0.667415342897037	23.1187691089504
43234554	1.70065006716264	23.1708101528975
43473279	0.667497105628142	23.5767978401809
43569599	0.727896399415525	23.641091161395
43645785	0.292596610502586	23.6965466764808
43956359	20.5875030443923	23.7874195761911
43980635	0.29239169597905	24.2872018000967
44051780	15.6644264792539	24.3080040073072
44082863	11.4012879578149	24.7949013755619
44101752	6.49217954954702	25.010260303797
44149581	0.292373736320037	25.3207747594723
44199720	3.72449018071809	25.3354340862376
44260226	25.9091175037252	25.5607880891121
44271307	0.877375853227595	25.8478870201709
44375757	16.1409830640421	25.9395289280405
44391858	0.753556575078212	26.1994148963546
44422211	5.45072995334767	26.222287599078
44474562	0.753999933979311	26.5076387628657
44582919	7.02279888088477	26.5893399337119
44622134	4.2869708339076	26.8647389918258
44654985	18.0998376564691	27.0055702706905
44665301	20.6683864477881	27.1922881959546
